X;mesto;rbd;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Heating;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;Micronde;Aspirateur;TV;PC;income;Statut;Urban;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6
9446;186;6;6;15;2;60;2501;Yes;0;1;0;0;1;1;0;1;1;0;25083;1;0;0;0;0;0;0;1
9483;186;7;4;20;5;150;1001;Yes;0;1;0;0;2;1;0;1;2;1;37271;1;0;0;0;0;0;0;1
9502;186;8;6;72;2;60;6001;Yes;0;0;0;0;0;1;0;0;1;0;14067;0;0;0;0;0;0;0;1
9538;187;1;5;22;5;120;1201;Yes;0;1;0;0;1;1;0;1;1;0;67374;1;0;0;0;0;0;0;1
9564;187;11;2;33;3;70;3001;Yes;0;1;0;0;0;0;0;0;1;0;5538;1;0;0;0;0;0;0;1
9569;187;2;4;52;3;70;801;Yes;0;1;0;0;0;1;0;1;1;0;30285;1;0;0;0;0;0;0;1
9584;187;3;5;22;5;90;1301;Yes;0;1;0;0;1;1;0;1;1;0;37292;1;0;0;0;0;0;0;1
9616;187;5;7;2;8;200;1681;Yes;0;1;0;1;1;1;1;1;2;0;55815;0;0;0;0;0;0;0;1
9664;187;7;4;16;4;80;1001;Yes;0;1;0;0;1;1;0;1;2;0;20586;0;0;0;0;0;0;0;1
9679;187;8;5;17;3;48;1801;Yes;0;0;0;0;0;1;0;0;1;0;10541;1;0;0;0;0;0;0;1
9704;187;9;3;102;3;80;1201;Yes;0;1;0;0;0;0;0;1;1;0;46065;1;0;0;0;0;0;0;1
9713;188;1;2;102;2;57;2501;Yes;1;1;0;0;1;1;0;1;1;0;23340;1;1;0;0;0;0;0;1
9718;188;10;4;23;3;72;701;Yes;0;0;0;0;1;0;0;0;1;0;14717;0;1;0;0;0;0;0;1
9733;188;11;4;34;3;90;1201;Yes;0;0;0;0;1;1;0;1;1;0;18596;1;1;0;0;0;0;0;1
9749;188;2;4;102;2;67;3001;Yes;1;1;0;0;0;0;0;1;1;0;30488;1;1;0;0;0;0;0;1
9766;188;3;3;75;1;20;301;Yes;0;1;0;0;1;1;0;0;1;0;5959;1;1;0;0;0;0;0;1
9777;188;4;4;102;2;40;1801;Yes;0;1;0;0;1;1;0;0;1;0;8314;1;1;0;0;0;0;0;1
9795;188;6;5;37;7;250;901;Yes;1;1;0;0;1;1;0;1;2;0;21322;1;1;0;0;0;0;0;1
9821;188;9;2;97;4;135;201;Yes;0;0;0;0;1;0;0;0;1;0;7729;0;1;0;0;0;0;0;1
9825;189;1;3;26;5;100;1201;Yes;0;1;0;0;1;1;0;1;1;0;24838;1;0;0;0;0;0;0;1
9835;189;10;6;28;3;72;1601;Yes;1;1;0;0;1;1;0;1;1;0;23238;0;0;0;0;0;0;0;1
9837;189;10;6;28;3;72;1601;Yes;1;1;0;0;1;1;0;1;1;0;23238;1;0;0;0;0;0;0;1
9870;189;11;5;31;3;90;2001;Yes;0;1;0;0;1;1;0;1;1;0;16004;0;0;0;0;0;0;0;1
9872;189;11;5;31;3;90;2001;Yes;0;1;0;0;1;1;0;1;1;0;16004;0;0;0;0;0;0;0;1
9895;189;2;2;35;3;60;301;Yes;0;0;0;0;0;1;0;0;1;0;18403;0;0;0;0;0;0;0;1
9900;189;3;4;24;4;100;2201;Yes;0;1;0;0;1;1;0;1;1;0;22692;1;0;0;0;0;0;0;1
9915;189;4;2;30;3;60;501;Yes;0;1;0;0;1;1;0;1;1;0;15459;0;0;0;0;0;0;0;1
9919;189;5;3;30;7;110;10001;Yes;0;1;0;0;1;1;0;1;1;0;33253;0;0;0;0;0;0;0;1
9921;189;5;3;30;7;110;10001;Yes;0;1;0;0;1;1;0;1;1;0;33253;1;0;0;0;0;0;0;1
9930;189;6;3;35;2;70;9001;Yes;1;0;0;0;1;0;0;1;1;1;15712;1;0;0;0;0;0;0;1
9937;189;7;4;25;4;130;1501;Yes;0;1;2;0;1;1;0;1;2;1;26389;1;0;0;0;0;0;0;1
9940;189;7;4;25;4;130;1501;Yes;0;1;2;0;1;1;0;1;2;1;26389;0;0;0;0;0;0;0;1
9954;189;8;4;27;4;80;1501;Yes;1;1;0;0;1;1;0;1;1;0;10663;0;0;0;0;0;0;0;1
9969;189;9;2;30;3;100;1001;Yes;0;1;0;0;1;1;0;1;1;0;5148;0;0;0;0;0;0;0;1
9970;189;9;2;30;3;100;1001;Yes;0;1;0;0;1;1;0;1;1;0;5148;0;0;0;0;0;0;0;1
9973;19;1;2;39;3;60;701;Yes;0;1;0;0;1;1;0;1;1;0;12652;0;0;0;0;0;0;0;1
9985;19;2;1;20;4;90;901;Yes;1;1;0;1;1;1;0;1;1;0;15277;1;0;0;0;0;0;0;1
9986;19;3;3;19;4;100;801;Yes;0;1;0;0;1;2;0;1;2;1;32120;1;0;0;0;0;0;0;1
9995;19;4;1;33;2;45;401;Yes;0;0;0;0;1;1;0;0;1;0;8790;0;0;0;0;0;0;0;1
9996;19;5;5;27;5;150;501;Yes;0;1;0;1;1;1;0;1;1;1;49823;0;0;0;0;0;0;0;1
9997;19;5;5;27;5;150;501;Yes;0;1;0;1;1;1;0;1;1;1;49823;1;0;0;0;0;0;0;1
10021;19;6;2;28;4;100;601;Yes;0;1;0;0;1;1;0;1;1;0;16814;1;0;0;0;0;0;0;1
10026;19;8;4;20;5;120;901;Yes;1;1;0;0;1;1;0;1;2;1;146551;1;0;0;0;0;0;0;1
10028;19;8;4;20;5;120;901;Yes;1;1;0;0;1;1;0;1;2;1;146551;0;0;0;0;0;0;0;1
10044;19;9;4;14;4;100;1001;Yes;1;1;0;0;1;1;0;1;1;0;25122;1;0;0;0;0;0;0;1
10076;190;5;1;64;2;63;451;Yes;0;1;0;0;0;0;0;1;0;0;9981;1;1;0;0;0;0;0;1
10077;190;6;5;17;4;150;3001;Yes;0;1;0;0;2;2;0;2;2;1;31445;1;1;0;0;0;0;0;1
10078;190;6;5;17;4;150;3001;Yes;0;1;0;0;2;2;0;2;2;1;31445;0;1;0;0;0;0;0;1
10104;190;7;5;21;5;150;1001;Yes;1;1;0;0;1;1;0;1;1;0;27335;1;1;0;0;0;0;0;1
10130;190;9;3;22;3;50;1;Yes;0;0;0;0;0;0;0;0;0;0;13365;1;1;0;0;0;0;0;1
10146;191;10;2;22;1;43;501;Yes;0;1;0;0;0;1;0;1;1;0;15212;0;1;0;0;0;0;0;1
10147;191;10;2;22;1;43;501;Yes;0;1;0;0;0;1;0;1;1;0;15212;0;1;0;0;0;0;0;1
10151;191;11;3;67;3;100;2501;Yes;1;1;0;0;1;1;0;1;1;1;30573;1;1;0;0;0;0;0;1
10159;191;2;2;22;2;53;501;Yes;0;1;0;0;2;1;0;1;2;0;14223;0;1;0;0;0;0;0;1
10169;191;5;3;41;4;83;2001;Yes;0;1;0;0;1;1;0;1;1;0;29152;0;1;0;0;0;0;0;1
10178;191;7;3;22;2;56;1001;Yes;0;1;0;0;1;1;0;1;1;0;25997;0;1;0;0;0;0;0;1
10180;191;7;3;22;2;56;1001;Yes;0;1;0;0;1;1;0;1;1;0;25997;1;1;0;0;0;0;0;1
10187;191;8;3;97;3;54;701;Yes;0;1;0;0;1;0;0;1;2;1;18549;0;1;0;0;0;0;0;1
10199;191;9;4;20;2;60;501;Yes;0;1;0;0;1;1;0;1;1;0;11352;0;1;0;0;0;0;0;1
10215;192;1;4;28;2;58;1001;Yes;1;1;0;0;0;0;0;1;3;0;65474;1;1;0;0;0;0;0;1
10232;192;11;4;32;3;63;701;Yes;0;1;0;0;0;0;0;2;2;0;28360;1;1;0;0;0;0;0;1
10250;192;2;3;28;2;58;601;Yes;0;1;0;0;1;1;0;1;2;1;20188;1;1;0;0;0;0;0;1
10257;192;3;5;29;2;63;701;Yes;0;1;0;0;0;0;0;1;2;1;28891;1;1;0;0;0;0;0;1
10261;192;3;5;29;2;63;701;Yes;0;1;0;0;0;0;0;1;2;1;28891;0;1;0;0;0;0;0;1
10295;192;8;2;28;2;60;1001;Yes;0;1;0;0;1;1;0;1;1;0;25144;1;1;0;0;0;0;0;1
10303;193;1;4;22;2;44;801;Yes;0;1;0;0;0;0;0;1;1;1;46184;1;1;0;0;0;0;0;1
10321;193;10;3;21;2;55;501;Yes;0;1;0;0;1;0;0;1;1;0;41778;1;1;0;0;0;0;0;1
10328;193;11;2;22;2;54;801;Yes;0;1;0;0;0;0;0;1;1;0;16954;1;1;0;0;0;0;0;1
10329;193;11;2;22;2;54;801;Yes;0;1;0;0;0;0;0;1;1;0;16954;0;1;0;0;0;0;0;1
10333;193;2;2;21;2;58;501;Yes;0;1;0;0;1;1;0;1;1;1;16362;0;1;0;0;0;0;0;1
10337;193;4;3;52;2;54;1001;Yes;1;1;0;0;1;1;0;1;1;0;44496;1;1;0;0;0;0;0;1
10351;193;6;4;21;2;58;801;Yes;0;1;0;0;1;1;0;1;1;1;26283;1;1;0;0;0;0;0;1
10367;193;7;3;21;3;75;601;Yes;0;1;0;0;0;0;0;1;0;1;28522;0;1;0;0;0;0;0;1
10375;193;8;1;21;2;55;701;Yes;0;1;0;0;1;1;0;1;1;0;10629;1;1;0;0;0;0;0;1
10376;193;9;4;21;2;58;1101;Yes;0;1;0;0;1;1;0;1;1;0;39253;0;1;0;0;0;0;0;1
10377;193;9;4;21;2;58;1101;Yes;0;1;0;0;1;1;0;1;1;0;39253;1;1;0;0;0;0;0;1
10394;194;1;4;18;3;80;701;Yes;0;1;0;0;1;1;0;1;1;0;24747;1;1;0;0;0;0;0;1
10412;194;11;4;18;2;52;1001;Yes;0;1;0;0;1;1;0;1;1;1;19803;0;1;0;0;0;0;0;1
10413;194;11;4;18;2;52;1001;Yes;0;1;0;0;1;1;0;1;1;1;19803;1;1;0;0;0;0;0;1
10428;194;2;4;18;2;70;801;Yes;0;1;0;0;1;1;0;1;1;0;36863;0;1;0;0;0;0;0;1
10429;194;2;4;18;2;70;801;Yes;0;1;0;0;1;1;0;1;1;0;36863;1;1;0;0;0;0;0;1
10445;194;3;5;18;3;79;1501;Yes;0;1;0;0;1;1;0;1;1;0;21128;1;1;0;0;0;0;0;1
10469;194;4;3;18;2;59;801;Yes;0;1;0;0;1;2;0;1;2;0;23752;1;1;0;0;0;0;0;1
10479;194;5;4;18;2;42;1501;Yes;0;1;0;0;1;1;0;1;2;0;16354;1;1;0;0;0;0;0;1
10481;194;5;4;18;2;42;1501;Yes;0;1;0;0;1;1;0;1;2;0;16354;0;1;0;0;0;0;0;1
10494;194;6;4;18;2;60;1401;Yes;0;1;0;0;1;1;0;1;2;0;34258;1;1;0;0;0;0;0;1
10497;194;6;4;18;2;60;1401;Yes;0;1;0;0;1;1;0;1;2;0;34258;0;1;0;0;0;0;0;1
10510;194;7;3;18;1;42;1001;Yes;0;1;0;0;1;1;0;1;1;0;23210;1;1;0;0;0;0;0;1
10511;194;7;3;18;1;42;1001;Yes;0;1;0;0;1;1;0;1;1;0;23210;0;1;0;0;0;0;0;1
10524;194;9;3;18;1;40;601;Yes;0;1;0;0;1;0;0;1;1;0;25426;0;1;0;0;0;0;0;1
10532;195;1;1;40;2;70;1501;Yes;0;1;1;0;1;1;0;1;1;0;4910;0;1;0;0;0;0;0;1
10534;195;10;5;44;3;70;1501;Yes;0;1;0;0;1;1;0;0;1;0;16064;1;1;0;0;0;0;0;1
10558;195;11;4;9;3;80;3001;Yes;0;1;0;0;1;0;0;1;2;0;46213;0;1;0;0;0;0;0;1
10559;195;11;4;9;3;80;3001;Yes;0;1;0;0;1;0;0;1;2;0;46213;1;1;0;0;0;0;0;1
10578;195;3;6;14;3;100;1001;Yes;0;1;0;0;1;2;0;1;2;0;51592;1;1;0;0;0;0;0;1
10618;195;5;1;32;2;50;301;Yes;0;0;0;0;1;1;0;0;0;0;6911;0;1;0;0;0;0;0;1
10628;195;7;4;16;3;82;3501;Yes;0;1;0;0;1;1;0;1;1;0;15696;1;1;0;0;0;0;0;1
10645;195;8;3;22;2;70;1001;Yes;0;1;0;0;1;1;0;1;1;0;20157;0;1;0;0;0;0;0;1
10655;196;1;4;42;5;100;1201;Yes;0;1;0;0;1;2;0;1;2;0;28602;0;0;0;0;0;0;0;1
10670;196;10;5;12;7;110;2901;Yes;0;1;0;0;2;2;0;1;2;0;20544;1;0;0;0;0;0;0;1
10695;196;11;6;28;3;80;1001;Yes;0;1;0;0;1;1;0;1;1;2;33904;1;0;0;0;0;0;0;1
10732;196;2;5;28;6;200;3201;Yes;0;1;0;0;2;2;1;1;1;0;10272;1;0;0;0;0;0;0;1
10735;196;2;5;28;6;200;3201;Yes;0;1;0;0;2;2;1;1;1;0;10272;0;0;0;0;0;0;0;1
10758;196;5;2;42;4;100;1001;Yes;0;1;0;0;1;1;0;1;1;0;2273;0;0;0;0;0;0;0;1
10762;196;6;3;15;3;90;501;Yes;0;1;0;0;1;1;0;1;1;0;4798;1;0;0;0;0;0;0;1
10772;196;8;3;22;4;170;1001;Yes;0;1;0;0;1;1;0;1;1;0;9340;0;0;0;0;0;0;0;1
10773;196;8;3;22;4;170;1001;Yes;0;1;0;0;1;1;0;1;1;0;9340;1;0;0;0;0;0;0;1
10782;197;1;2;16;2;40;801;Yes;0;1;0;0;2;1;0;1;1;0;16380;1;0;0;0;0;0;0;1
10786;197;10;2;21;2;80;901;Yes;0;1;0;0;1;1;0;1;1;0;24570;1;0;0;0;0;0;0;1
10791;197;11;2;27;4;120;1001;Yes;0;1;0;0;1;1;0;1;1;0;17538;1;0;0;0;0;0;0;1
10795;197;2;3;31;3;60;1001;Yes;0;1;0;0;1;1;0;1;2;0;8656;0;0;0;0;0;0;0;1
10796;197;2;3;31;3;60;1001;Yes;0;1;0;0;1;1;0;1;2;0;8656;1;0;0;0;0;0;0;1
10805;197;5;2;74;2;75;321;Yes;0;1;0;0;1;1;0;1;1;0;12309;1;0;0;0;0;0;0;1
10810;197;6;4;32;3;80;421;Yes;0;1;0;0;1;1;0;1;1;0;16881;1;0;0;0;0;0;0;1
10830;197;9;4;32;2;90;401;Yes;0;1;0;0;1;1;0;1;1;0;12917;1;0;0;0;0;0;0;1
10850;198;10;5;94;3;100;701;Yes;0;1;0;0;1;1;0;1;1;0;16861;1;1;0;0;0;0;0;1
10883;198;3;4;100;2;75;1001;Yes;0;1;0;0;0;1;0;1;1;0;29021;1;1;0;0;0;0;0;1
10907;198;5;4;26;3;100;301;Yes;0;1;0;0;1;1;0;1;1;0;25656;1;1;0;0;0;0;0;1
10909;198;5;4;26;3;100;301;Yes;0;1;0;0;1;1;0;1;1;0;25656;0;1;0;0;0;0;0;1
10927;198;6;5;101;4;90;1001;Yes;0;1;0;0;1;1;0;1;1;0;13824;1;1;0;0;0;0;0;1
10952;198;8;4;20;4;70;1001;Yes;0;1;0;0;1;1;0;1;1;0;19515;0;1;0;0;0;0;0;1
10970;198;9;3;94;2;28;601;Yes;0;1;0;0;1;1;0;1;1;0;8445;1;1;0;0;0;0;0;1
10977;199;1;4;70;3;50;1201;Yes;0;0;0;0;0;0;0;0;0;0;44563;1;0;0;0;0;0;0;1
10993;199;10;4;61;3;80;901;Yes;0;1;0;0;1;1;0;1;1;0;28986;1;0;0;0;0;0;0;1
11009;199;11;3;26;3;90;801;Yes;0;1;0;0;1;1;0;1;1;0;20143;1;0;0;0;0;0;0;1
11011;199;11;3;26;3;90;801;Yes;0;1;0;0;1;1;0;1;1;0;20143;0;0;0;0;0;0;0;1
11018;199;2;3;74;2;55;301;Yes;0;0;0;0;1;0;0;0;1;0;5660;0;0;0;0;0;0;0;1
11030;199;3;5;5;1;55;601;Yes;0;0;0;0;1;1;0;0;1;0;19676;1;0;0;0;0;0;0;1
11060;199;8;3;72;2;70;521;Yes;0;0;0;0;1;0;0;0;1;0;23569;0;0;0;0;0;0;0;1
11061;199;8;3;72;2;70;521;Yes;0;0;0;0;1;0;0;0;1;0;23569;1;0;0;0;0;0;0;1
11072;2;1;5;52;4;80;451;Yes;0;1;0;0;1;1;1;1;1;0;10428;1;1;0;0;0;0;0;1
11098;2;11;3;63;1;32;2001;Yes;1;1;0;0;0;0;0;1;1;0;27033;1;1;0;0;0;0;0;1
11108;2;2;5;7;4;100;20001;Yes;1;1;0;1;0;1;0;1;3;0;21421;0;1;0;0;0;0;0;1
11109;2;2;5;7;4;100;20001;Yes;1;1;0;1;0;1;0;1;3;0;21421;1;1;0;0;0;0;0;1
11110;2;2;5;7;4;100;20001;Yes;1;1;0;1;0;1;0;1;3;0;21421;0;1;0;0;0;0;0;1
11133;2;3;2;49;5;120;6001;Yes;1;1;1;1;0;1;0;1;1;0;42618;1;1;0;0;0;0;0;1
11136;2;4;3;56;3;75;3001;Yes;1;1;0;0;1;1;0;1;1;0;20900;1;1;0;0;0;0;0;1
11147;2;5;4;64;3;67;2501;Yes;1;1;0;0;0;1;0;1;1;0;26659;1;1;0;0;0;0;0;1
11148;2;5;4;64;3;67;2501;Yes;1;1;0;0;0;1;0;1;1;0;26659;0;1;0;0;0;0;0;1
11161;2;6;2;16;2;70;6501;Yes;1;1;0;1;1;1;0;1;1;0;29037;0;1;0;0;0;0;0;1
11165;2;7;3;34;1;35;2501;Yes;1;1;0;0;1;1;1;1;1;0;46727;1;1;0;0;0;0;0;1
11174;2;8;2;66;2;49;2501;Yes;1;1;0;0;0;1;0;1;1;0;16362;0;1;0;0;0;0;0;1
11175;2;8;2;66;2;49;2501;Yes;1;1;0;0;0;1;0;1;1;0;16362;0;1;0;0;0;0;0;1
11178;2;9;1;52;1;33;151;Yes;1;1;0;0;1;0;0;1;1;0;3594;0;1;0;0;0;0;0;1
11181;20;1;5;17;7;250;10001;Yes;0;1;0;1;1;1;0;1;2;0;75262;1;1;0;0;0;0;0;1
11204;20;10;4;52;2;40;351;Yes;0;1;0;0;1;1;0;0;1;0;6813;1;1;0;0;0;0;0;1
11220;20;11;4;32;4;70;801;Yes;1;1;0;0;0;0;0;0;1;0;29369;1;1;0;0;0;0;0;1
11222;20;11;4;32;4;70;801;Yes;1;1;0;0;0;0;0;0;1;0;29369;0;1;0;0;0;0;0;1
11238;20;2;4;32;2;45;1501;Yes;1;1;0;0;1;0;0;1;1;1;14219;1;1;0;0;0;0;0;1
11257;20;4;2;34;4;70;601;Yes;0;0;0;0;1;1;0;0;1;0;13059;0;1;0;0;0;0;0;1
11261;20;5;3;25;3;70;1501;Yes;1;1;0;0;0;1;0;1;1;1;21423;0;1;0;0;0;0;0;1
11269;20;6;3;32;4;70;1001;Yes;0;1;0;0;0;1;0;1;1;0;15404;1;1;0;0;0;0;0;1
11282;20;8;4;25;6;100;801;Yes;0;1;0;0;1;1;0;1;1;0;53632;0;1;0;0;0;0;0;1
11283;20;8;4;25;6;100;801;Yes;0;1;0;0;1;1;0;1;1;0;53632;1;1;0;0;0;0;0;1
11298;20;9;6;32;3;75;1001;Yes;0;1;0;0;1;1;0;1;1;0;1588;1;1;0;0;0;0;0;1
11338;200;1;5;26;4;100;6001;Yes;0;1;0;0;1;1;0;1;1;0;10723;1;0;0;0;0;0;0;1
11360;200;10;4;94;4;120;1001;Yes;1;1;0;0;1;1;0;1;1;0;19453;0;0;0;0;0;0;0;1
11362;200;10;4;94;4;120;1001;Yes;1;1;0;0;1;1;0;1;1;0;19453;1;0;0;0;0;0;0;1
11377;200;11;5;74;4;80;1251;Yes;1;1;0;0;1;2;0;1;2;0;41692;1;0;0;0;0;0;0;1
11378;200;11;5;74;4;80;1251;Yes;1;1;0;0;1;2;0;1;2;0;41692;0;0;0;0;0;0;0;1
11402;200;2;3;38;5;120;801;Yes;0;1;0;0;1;1;0;1;1;1;19652;1;0;0;0;0;0;0;1
11412;200;3;5;71;6;132;1001;Yes;0;1;0;0;1;1;0;1;1;0;34876;1;0;0;0;0;0;0;1
11436;200;4;3;48;2;30;361;Yes;0;1;0;0;1;1;0;1;1;0;15173;0;0;0;0;0;0;0;1
11446;200;5;4;64;6;80;2401;Yes;1;1;0;1;1;1;0;1;2;0;24369;1;0;0;0;0;0;0;1
11461;200;6;5;79;3;60;3001;Yes;1;1;0;0;1;1;0;1;1;0;9526;1;0;0;0;0;0;0;1
11484;200;7;4;54;1;18;1201;Yes;0;1;0;0;1;1;0;1;1;0;6856;0;0;0;0;0;0;0;1
11506;201;10;3;52;3;70;601;Yes;0;1;0;0;1;1;0;1;1;0;25989;1;1;0;0;0;0;0;1
11515;201;11;3;52;3;80;1351;Yes;1;1;0;0;1;1;0;0;1;0;15673;0;1;0;0;0;0;0;1
11525;201;2;3;70;3;60;501;Yes;0;1;0;0;1;1;0;1;1;0;19972;1;1;0;0;0;0;0;1
11534;201;4;3;29;5;120;451;Yes;0;1;0;0;1;1;0;1;1;0;35956;1;1;0;0;0;0;0;1
11543;201;5;3;72;3;65;451;Yes;0;1;0;0;1;1;0;1;2;0;17580;1;1;0;0;0;0;0;1
11553;201;6;2;38;2;80;381;Yes;0;1;0;0;1;1;0;1;1;0;28477;0;1;0;0;0;0;0;1
11557;201;7;2;13;3;80;701;Yes;0;1;0;0;1;1;0;1;1;0;15559;1;1;0;0;0;0;0;1
11560;201;8;2;32;3;70;1001;Yes;0;1;0;0;1;2;0;1;1;0;35719;0;1;0;0;0;0;0;1
11565;201;9;5;30;4;100;1601;Yes;0;1;0;0;1;1;0;1;1;1;44082;1;1;0;0;0;0;0;1
11589;202;1;4;2;2;55;651;Yes;0;1;0;0;1;1;0;1;1;0;28424;0;0;0;0;0;0;0;1
11605;202;10;4;25;3;80;1001;Yes;0;1;0;0;1;1;0;1;1;0;22089;1;0;0;0;0;0;0;1
11622;202;11;4;62;3;80;701;Yes;0;1;0;0;1;1;0;1;1;0;6724;1;0;0;0;0;0;0;1
11637;202;2;5;30;3;100;651;Yes;0;1;0;0;1;1;0;0;1;0;19922;1;0;0;0;0;0;0;1
11663;202;3;4;15;4;90;1501;Yes;0;1;0;0;1;1;0;1;1;0;31049;0;0;0;0;0;0;0;1
11664;202;3;4;15;4;90;1501;Yes;0;1;0;0;1;1;0;1;1;0;31049;0;0;0;0;0;0;0;1
11678;202;4;3;23;3;100;2001;Yes;0;1;0;0;1;1;0;1;1;0;23965;1;0;0;0;0;0;0;1
11687;202;5;3;30;4;140;4501;Yes;0;1;0;0;1;1;0;1;1;0;37856;1;0;0;0;0;0;0;1
11697;202;6;2;78;3;70;501;Yes;0;1;0;0;1;1;0;1;1;0;17187;1;0;0;0;0;0;0;1
11734;203;1;4;14;3;80;1501;Yes;0;1;0;0;0;1;0;1;1;0;12616;0;1;0;0;0;0;0;1
11751;203;11;4;12;3;80;1501;Yes;0;1;0;0;1;0;0;1;1;0;21493;1;1;0;0;0;0;0;1
11768;203;2;4;12;4;100;1501;Yes;0;1;0;0;1;1;0;0;1;0;33812;1;1;0;0;0;0;0;1
11769;203;2;4;12;4;100;1501;Yes;0;1;0;0;1;1;0;0;1;0;33812;0;1;0;0;0;0;0;1
11786;203;4;8;82;2;70;1001;Yes;0;1;0;0;1;1;0;1;0;0;27506;0;1;0;0;0;0;0;1
11789;203;4;8;82;2;70;1001;Yes;0;1;0;0;1;1;0;1;0;0;27506;1;1;0;0;0;0;0;1
11848;203;5;3;39;2;70;1501;Yes;0;1;0;0;1;1;1;1;1;0;36929;0;1;0;0;0;0;0;1
11859;203;6;4;20;5;92;1501;Yes;0;1;0;1;1;1;0;1;1;0;10019;1;1;0;0;0;0;0;1
11874;203;7;5;11;3;100;2001;Yes;1;1;0;0;1;1;0;1;1;0;17733;0;1;0;0;0;0;0;1
11875;203;7;5;11;3;100;2001;Yes;1;1;0;0;1;1;0;1;1;0;17733;1;1;0;0;0;0;0;1
11913;203;9;4;67;5;120;1501;Yes;0;1;0;0;1;0;0;1;1;0;113971;1;1;0;0;0;0;0;1
11915;203;9;4;67;5;120;1501;Yes;0;1;0;0;1;0;0;1;1;0;113971;0;1;0;0;0;0;0;1
11930;204;1;3;7;3;100;801;Yes;0;1;0;0;1;1;0;1;1;0;21871;1;0;0;0;0;0;0;1
11973;204;5;2;56;2;60;301;Yes;0;0;0;0;1;1;0;0;1;0;14560;0;0;0;0;0;0;0;1
11977;204;6;5;82;3;60;1201;Yes;0;1;0;0;1;1;0;1;1;0;24626;0;0;0;0;0;0;0;1
12001;204;7;2;42;7;170;1001;Yes;0;1;0;0;1;1;0;1;1;0;14322;1;0;0;0;0;0;0;1
12005;204;8;2;52;1;30;1301;Yes;0;1;0;0;1;1;0;1;1;0;14947;0;0;0;0;0;0;0;1
12010;204;9;3;37;2;50;1001;Yes;0;1;0;0;1;1;0;1;1;0;41175;1;0;0;0;0;0;0;1
12021;205;1;5;26;3;120;601;Yes;0;1;0;0;1;1;0;1;1;0;18420;0;0;0;0;0;0;0;1
12022;205;1;5;26;3;120;601;Yes;0;1;0;0;1;1;0;1;1;0;18420;1;0;0;0;0;0;0;1
12051;205;2;3;26;5;100;601;Yes;0;1;0;0;1;1;0;1;1;0;8576;0;0;0;0;0;0;0;1
12060;205;3;3;30;3;100;401;Yes;0;1;0;0;1;1;0;1;1;0;33923;0;0;0;0;0;0;0;1
12069;205;4;2;32;5;120;701;Yes;0;1;0;0;1;1;0;1;1;0;15156;0;0;0;0;0;0;0;1
12074;205;5;4;17;3;110;1301;Yes;0;1;0;0;1;1;0;0;1;0;18676;0;0;0;0;0;0;0;1
12089;205;6;6;48;4;130;1301;Yes;0;1;0;0;1;1;0;1;1;0;59948;0;0;0;0;0;0;0;1
12126;205;7;6;28;6;100;1101;Yes;0;1;0;0;1;1;0;0;1;0;37242;0;0;0;0;0;0;0;1
12161;205;8;2;30;2;60;1001;Yes;0;1;0;0;1;1;0;1;1;0;19753;0;0;0;0;0;0;0;1
12166;205;9;3;50;1;40;451;Yes;0;0;0;0;1;1;0;0;1;0;9541;0;0;0;0;0;0;0;1
12174;206;1;4;25;2;52;1301;Yes;0;1;0;0;1;1;0;1;1;1;48368;1;1;0;0;0;0;0;1
12194;206;11;2;31;2;54;1501;Yes;1;1;0;0;1;0;0;0;1;0;14555;0;1;0;0;0;0;0;1
12195;206;11;2;31;2;54;1501;Yes;1;1;0;0;1;0;0;0;1;0;14555;0;1;0;0;0;0;0;1
12200;206;3;2;25;2;52;501;Yes;0;1;0;0;1;1;0;1;1;0;14701;0;1;0;0;0;0;0;1
12203;206;4;2;25;2;52;351;Yes;0;0;0;0;1;0;0;0;1;0;11703;0;1;0;0;0;0;0;1
12207;206;5;3;26;2;54;501;Yes;0;1;0;0;1;1;0;1;1;1;30637;1;1;0;0;0;0;0;1
12209;206;5;3;26;2;54;501;Yes;0;1;0;0;1;1;0;1;1;1;30637;0;1;0;0;0;0;0;1
12216;206;6;3;25;2;52;701;Yes;0;1;0;0;1;0;1;1;1;0;41919;1;1;0;0;0;0;0;1
12226;206;7;4;25;2;52;1501;Yes;0;1;0;0;1;1;0;1;1;0;39675;1;1;0;0;0;0;0;1
12241;206;8;3;31;2;54;1001;Yes;0;1;0;0;1;1;1;1;2;1;36870;0;1;0;0;0;0;0;1
12242;206;8;3;31;2;54;1001;Yes;0;1;0;0;1;1;1;1;2;1;36870;1;1;0;0;0;0;0;1
12250;206;9;4;31;2;50;901;Yes;0;1;0;0;1;1;1;1;2;0;36661;1;1;0;0;0;0;0;1
12266;207;1;4;72;4;80;1301;Yes;1;1;0;0;1;1;1;1;2;1;30859;1;0;0;0;0;0;0;1
12268;207;1;4;72;4;80;1301;Yes;1;1;0;0;1;1;1;1;2;1;30859;0;0;0;0;0;0;0;1
12287;207;11;5;72;3;60;1001;Yes;1;1;0;0;1;1;0;1;2;0;45992;1;0;0;0;0;0;0;1
12288;207;11;5;72;3;60;1001;Yes;1;1;0;0;1;1;0;1;2;0;45992;0;0;0;0;0;0;0;1
