X;mesto;rbd;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Heating;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;Micronde;Aspirateur;TV;PC;income;Statut;Urban;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6
67153;571;5;4;32;6;120;901;Yes;0;1;0;0;2;1;0;1;2;0;26684;1;1;0;0;0;0;0;1
67171;571;7;4;52;6;140;2001;Yes;1;1;0;0;1;1;0;1;2;0;29441;1;1;0;0;0;0;0;1
67174;571;7;4;52;6;140;2001;Yes;1;1;0;0;1;1;0;1;2;0;29441;0;1;0;0;0;0;0;1
67187;571;8;5;22;5;80;561;Yes;0;1;0;0;0;1;1;1;2;0;19835;1;1;0;0;0;0;0;1
67216;572;1;1;37;2;65;501;Yes;0;1;0;0;1;1;0;1;1;0;7359;0;1;0;0;0;0;0;1
67222;572;11;4;29;5;80;1201;Yes;0;1;0;0;1;1;0;1;1;1;37825;1;1;0;0;0;0;0;1
67237;572;2;3;45;3;72;3001;Yes;1;1;0;0;1;0;1;1;1;0;12195;1;1;0;0;0;0;0;1
67246;572;3;3;11;4;99;1001;Yes;0;1;0;0;1;1;0;1;2;0;18389;0;1;0;0;0;0;0;1
67256;572;5;1;44;3;70;501;Yes;0;1;0;0;0;0;0;1;1;0;13184;1;1;0;0;0;0;0;1
67258;572;6;2;36;3;60;1201;Yes;0;1;0;0;1;1;0;1;1;0;7661;1;1;0;0;0;0;0;1
67267;572;8;4;67;2;40;281;Yes;0;1;0;0;1;0;0;1;1;0;13811;1;1;0;0;0;0;0;1
67281;572;9;4;30;3;76;1501;Yes;0;1;0;0;1;1;0;0;1;0;27261;1;1;0;0;0;0;0;1
67282;572;9;4;30;3;76;1501;Yes;0;1;0;0;1;1;0;0;1;0;27261;0;1;0;0;0;0;0;1
67332;573;4;5;39;4;100;801;Yes;0;1;0;0;1;1;0;1;2;0;10708;1;1;0;0;0;0;0;1
67360;573;6;4;24;4;100;801;Yes;0;1;0;0;1;1;0;1;2;0;20673;0;1;0;0;0;0;0;1
67363;573;6;4;24;4;100;801;Yes;0;1;0;0;1;1;0;1;2;0;20673;1;1;0;0;0;0;0;1
67380;573;7;6;37;6;90;1801;Yes;0;2;0;0;1;1;0;1;2;0;30276;0;1;0;0;0;0;0;1
67413;573;8;4;35;4;72;601;Yes;0;1;0;0;1;0;0;1;1;0;12813;0;1;0;0;0;0;0;1
67414;573;8;4;35;4;72;601;Yes;0;1;0;0;1;0;0;1;1;0;12813;1;1;0;0;0;0;0;1
67428;573;9;3;32;5;120;701;Yes;0;1;0;0;1;1;0;1;1;0;26622;1;1;0;0;0;0;0;1
67437;574;1;1;32;2;60;151;Yes;0;1;0;0;1;1;0;0;1;0;5860;0;1;0;0;0;0;0;1
67438;574;10;2;31;3;56;801;Yes;0;1;0;0;1;1;0;1;1;0;12506;1;1;0;0;0;0;0;1
67442;574;11;2;24;2;64;1501;Yes;0;0;0;0;1;1;0;0;1;0;8929;0;1;0;0;0;0;0;1
67446;574;2;5;36;4;82;1101;Yes;0;1;0;0;1;1;0;1;1;0;26559;0;1;0;0;0;0;0;1
67447;574;2;5;36;4;82;1101;Yes;0;1;0;0;1;1;0;1;1;0;26559;1;1;0;0;0;0;0;1
67471;574;3;3;32;2;40;601;Yes;0;0;0;0;1;1;0;0;1;0;19733;0;1;0;0;0;0;0;1
67480;574;4;3;42;2;25;361;Yes;0;1;0;0;1;1;0;0;1;0;17472;1;1;0;0;0;0;0;1
67489;574;5;2;26;3;78;451;Yes;0;1;0;0;1;1;0;1;1;0;18650;1;1;0;0;0;0;0;1
67494;574;6;3;22;2;40;601;Yes;0;1;0;0;1;1;0;1;1;0;33966;0;1;0;0;0;0;0;1
67495;574;6;3;22;2;40;601;Yes;0;1;0;0;1;1;0;1;1;0;33966;1;1;0;0;0;0;0;1
67502;574;7;4;24;4;115;1801;Yes;0;1;0;0;0;1;0;1;2;0;40398;1;1;0;0;0;0;0;1
67503;574;7;4;24;4;115;1801;Yes;0;1;0;0;0;1;0;1;2;0;40398;0;1;0;0;0;0;0;1
67518;574;8;2;24;3;50;501;Yes;0;0;0;0;1;1;0;0;1;0;11241;0;1;0;0;0;0;0;1
67519;574;8;2;24;3;50;501;Yes;0;0;0;0;1;1;0;0;1;0;11241;1;1;0;0;0;0;0;1
67524;574;9;4;13;4;90;401;Yes;0;1;0;0;1;1;0;1;1;0;30762;1;1;0;0;0;0;0;1
67538;575;1;5;27;4;70;601;Yes;0;1;0;0;1;2;0;1;1;0;19423;1;0;0;0;0;0;0;1
67540;575;1;5;27;4;70;601;Yes;0;1;0;0;1;2;0;1;1;0;19423;0;0;0;0;0;0;0;1
67564;575;10;2;38;4;90;701;Yes;0;1;0;0;1;1;0;1;1;0;12761;0;0;0;0;0;0;0;1
67567;575;11;1;40;3;60;601;Yes;0;1;0;0;1;1;0;0;1;0;5661;0;0;0;0;0;0;0;1
67569;575;2;3;16;3;100;651;Yes;0;1;0;0;1;1;0;1;1;0;27351;0;0;0;0;0;0;0;1
67577;575;3;3;42;3;70;701;Yes;0;1;0;0;1;1;0;1;1;0;8856;0;0;0;0;0;0;0;1
67579;575;3;3;42;3;70;701;Yes;0;1;0;0;1;1;0;1;1;0;8856;1;0;0;0;0;0;0;1
67586;575;4;1;37;3;80;301;Yes;0;0;0;0;1;1;0;1;1;0;11039;0;0;0;0;0;0;0;1
67587;575;5;3;24;3;100;351;Yes;0;1;0;0;1;1;0;0;1;0;17622;0;0;0;0;0;0;0;1
67589;575;5;3;24;3;100;351;Yes;0;1;0;0;1;1;0;0;1;0;17622;1;0;0;0;0;0;0;1
67596;575;6;3;43;3;90;701;Yes;0;1;0;0;1;1;0;1;1;0;23618;1;0;0;0;0;0;0;1
67597;575;6;3;43;3;90;701;Yes;0;1;0;0;1;1;0;1;1;0;23618;0;0;0;0;0;0;0;1
67606;575;7;4;11;1;20;401;Yes;0;1;0;0;1;1;0;0;1;0;15404;1;0;0;0;0;0;0;1
67621;575;8;3;40;4;80;401;Yes;0;0;0;0;1;1;0;1;1;0;7907;0;0;0;0;0;0;0;1
67622;575;8;3;40;4;80;401;Yes;0;0;0;0;1;1;0;1;1;0;7907;0;0;0;0;0;0;0;1
67630;575;9;2;27;3;80;501;Yes;0;0;0;0;1;1;0;0;1;0;11643;0;0;0;0;0;0;0;1
67631;575;9;2;27;3;80;501;Yes;0;0;0;0;1;1;0;0;1;0;11643;1;0;0;0;0;0;0;1
67634;576;1;2;72;3;64;201;Yes;0;0;0;0;1;1;0;0;1;0;21152;0;0;0;0;0;0;0;1
67638;576;10;2;57;3;80;31;No;0;0;0;0;0;1;0;0;1;0;10582;0;0;0;0;0;0;0;1
67642;576;11;1;42;4;65;151;Yes;0;0;0;0;0;1;0;0;1;0;16148;0;0;0;0;0;0;0;1
67643;576;2;2;72;2;24;181;Yes;0;0;0;0;0;1;0;0;1;0;16963;0;0;0;0;0;0;0;1
67644;576;2;2;72;2;24;181;Yes;0;0;0;0;0;1;0;0;1;0;16963;0;0;0;0;0;0;0;1
67648;576;4;1;32;3;60;251;No;0;0;0;0;1;0;0;0;1;0;7741;0;0;0;0;0;0;0;1
67650;576;6;1;51;4;80;101;Yes;0;0;0;0;0;1;0;0;0;0;12651;0;0;0;0;0;0;0;1
67651;576;7;2;47;3;50;401;Yes;0;0;0;0;1;1;0;0;1;0;17569;0;0;0;0;0;0;0;1
67655;576;8;2;112;1;40;251;Yes;0;0;0;0;0;1;0;0;1;0;11539;0;0;0;0;0;0;0;1
67659;576;9;3;67;3;50;31;No;0;0;0;0;0;0;0;0;1;0;20487;0;0;0;0;0;0;0;1
67668;577;1;2;50;3;60;601;Yes;0;1;0;0;1;1;0;1;1;0;11127;0;0;0;0;0;0;0;1
67669;577;1;2;50;3;60;601;Yes;0;1;0;0;1;1;0;1;1;0;11127;0;0;0;0;0;0;0;1
67673;577;10;4;10;3;100;1;Yes;0;1;0;0;1;1;0;1;1;0;19874;1;0;0;0;0;0;0;1
67674;577;10;4;10;3;100;1;Yes;0;1;0;0;1;1;0;1;1;0;19874;0;0;0;0;0;0;0;1
67692;577;2;6;27;6;98;801;Yes;0;1;0;0;1;1;0;1;1;0;19494;1;0;0;0;0;0;0;1
67695;577;2;6;27;6;98;801;Yes;0;1;0;0;1;1;0;1;1;0;19494;0;0;0;0;0;0;0;1
67729;577;3;3;21;5;72;401;Yes;0;0;0;0;1;1;0;1;1;0;11760;0;0;0;0;0;0;0;1
67738;577;4;5;12;3;80;851;Yes;0;0;0;0;1;1;0;1;1;0;31522;1;0;0;0;0;0;0;1
67741;577;4;5;12;3;80;851;Yes;0;0;0;0;1;1;0;1;1;0;31522;0;0;0;0;0;0;0;1
67763;577;5;5;32;4;70;501;Yes;0;0;0;0;1;1;0;0;1;0;31149;0;0;0;0;0;0;0;1
67792;577;7;6;30;3;60;501;Yes;0;0;0;0;1;1;0;0;1;0;18404;0;0;0;0;0;0;0;1
67793;577;7;6;30;3;60;501;Yes;0;0;0;0;1;1;0;0;1;0;18404;1;0;0;0;0;0;0;1
67828;577;8;4;26;2;40;1501;Yes;0;1;0;0;1;0;0;1;1;0;19486;0;0;0;0;0;0;0;1
67844;577;9;6;23;4;77;371;Yes;0;1;0;0;1;1;0;1;1;0;51447;1;0;0;0;0;0;0;1
67846;577;9;6;23;4;77;371;Yes;0;1;0;0;1;1;0;1;1;0;51447;0;0;0;0;0;0;0;1
67879;578;1;2;42;3;50;901;Yes;0;1;0;0;1;1;0;1;1;0;18914;0;1;0;0;0;0;0;1
67880;578;1;2;42;3;50;901;Yes;0;1;0;0;1;1;0;1;1;0;18914;1;1;0;0;0;0;0;1
67883;578;10;4;74;2;50;971;Yes;0;1;0;0;1;1;0;1;1;0;16245;1;1;0;0;0;0;0;1
67884;578;10;4;74;2;50;971;Yes;0;1;0;0;1;1;0;1;1;0;16245;0;1;0;0;0;0;0;1
67901;578;11;4;37;2;70;401;Yes;0;1;0;0;1;1;0;1;1;0;15929;0;1;0;0;0;0;0;1
67915;578;2;5;24;2;16;9201;Yes;0;0;0;0;1;1;0;0;1;0;12043;0;1;0;0;0;0;0;1
67940;578;3;6;35;4;70;1001;Yes;0;1;0;0;2;1;0;1;2;0;21066;1;1;0;0;0;0;0;1
67976;578;4;3;28;2;85;601;Yes;0;1;0;0;1;1;0;1;1;0;18721;1;1;0;0;0;0;0;1
67977;578;4;3;28;2;85;601;Yes;0;1;0;0;1;1;0;1;1;0;18721;0;1;0;0;0;0;0;1
67978;578;4;3;28;2;85;601;Yes;0;1;0;0;1;1;0;1;1;0;18721;0;1;0;0;0;0;0;1
67986;578;5;5;52;3;50;3501;Yes;0;1;0;0;1;1;0;1;1;0;29471;0;1;0;0;0;0;0;1
67987;578;5;5;52;3;50;3501;Yes;0;1;0;0;1;1;0;1;1;0;29471;1;1;0;0;0;0;0;1
68010;578;6;3;52;1;40;5001;Yes;0;0;0;0;1;1;0;1;1;0;9178;1;1;0;0;0;0;0;1
68021;578;7;8;30;4;100;1701;Yes;0;1;0;0;1;1;0;1;1;1;26193;0;1;0;0;0;0;0;1
68023;578;7;8;30;4;100;1701;Yes;0;1;0;0;1;1;0;1;1;1;26193;1;1;0;0;0;0;0;1
68084;578;8;2;74;3;54;551;Yes;0;1;0;0;1;1;0;1;1;0;7235;1;1;0;0;0;0;0;1
68087;578;9;5;51;4;70;3001;Yes;0;1;0;1;1;1;0;1;3;1;23317;0;1;0;0;0;0;0;1
68088;578;9;5;51;4;70;3001;Yes;0;1;0;1;1;1;0;1;3;1;23317;1;1;0;0;0;0;0;1
68113;579;10;1;28;1;47;201;Yes;0;1;0;0;1;1;1;1;1;0;6756;0;1;0;0;0;0;0;1
68118;579;2;4;34;3;48;1501;Yes;0;1;0;0;1;1;1;0;1;0;17302;0;1;0;0;0;0;0;1
68134;579;3;4;37;2;34;1601;Yes;0;1;0;0;1;1;1;0;1;0;14703;0;1;0;0;0;0;0;1
68151;579;5;3;46;3;40;1501;Yes;0;1;0;0;1;1;1;1;1;0;24081;0;1;0;0;0;0;0;1
68153;579;5;3;46;3;40;1501;Yes;0;1;0;0;1;1;1;1;1;0;24081;1;1;0;0;0;0;0;1
68163;579;7;4;57;2;30;1301;Yes;0;1;0;0;1;1;1;1;1;0;45985;1;1;0;0;0;0;0;1
68177;579;8;2;34;3;60;2501;Yes;0;1;0;0;1;1;0;1;2;0;22276;1;1;0;0;0;0;0;1
68182;580;1;3;42;2;32;351;Yes;0;0;0;0;1;1;1;1;1;0;18798;0;0;0;0;0;0;0;1
68191;580;10;1;32;1;36;351;Yes;0;0;0;0;1;1;1;0;1;0;10115;0;0;0;0;0;0;0;1
68192;580;11;2;37;2;33;151;Yes;0;0;0;0;1;1;1;0;1;0;12921;0;0;0;0;0;0;0;1
68196;580;2;2;27;3;75;121;Yes;0;0;0;0;1;0;1;0;1;0;16778;0;0;0;0;0;0;0;1
68200;580;3;1;30;2;57;151;Yes;0;0;0;0;1;0;1;0;1;0;6930;0;0;0;0;0;0;0;1
68201;580;4;4;28;3;60;131;Yes;0;0;0;0;1;0;1;0;1;0;20486;0;0;0;0;0;0;0;1
68217;580;5;2;122;2;47;351;Yes;0;0;0;0;1;1;1;0;1;0;18826;0;0;0;0;0;0;0;1
68221;580;6;2;39;4;72;301;Yes;0;0;0;0;1;0;1;0;1;0;24184;0;0;0;0;0;0;0;1
68228;580;7;6;14;1;9;101;Yes;0;0;0;0;0;0;0;0;0;0;20349;0;0;0;0;0;0;0;1
68262;580;9;3;30;3;55;201;Yes;0;0;0;0;1;0;0;0;0;0;6647;0;0;0;0;0;0;0;1
68274;581;1;5;32;2;50;2501;Yes;0;1;0;0;1;1;0;1;1;0;21525;1;0;0;0;0;0;0;1
68296;581;10;5;17;3;80;4501;Yes;0;1;0;1;1;1;0;1;2;0;28278;1;0;0;0;0;0;0;1
68300;581;10;5;17;3;80;4501;Yes;0;1;0;1;1;1;0;1;2;0;28278;0;0;0;0;0;0;0;1
68321;581;11;4;28;4;120;501;Yes;0;1;0;0;1;1;0;1;1;0;24178;1;0;0;0;0;0;0;1
68341;581;2;6;22;4;100;1001;Yes;0;1;0;0;1;1;0;1;1;0;26172;1;0;0;0;0;0;0;1
68411;581;4;6;29;3;100;1301;Yes;1;1;0;0;1;1;0;1;2;0;29236;1;0;0;0;0;0;0;1
68449;581;5;6;42;4;140;501;Yes;0;1;0;0;1;1;0;1;1;0;28870;1;0;0;0;0;0;0;1
68481;581;6;6;24;4;180;301;Yes;0;1;0;0;0;1;0;1;1;0;68494;1;0;0;0;0;0;0;1
68483;581;6;6;24;4;180;301;Yes;0;1;0;0;0;1;0;1;1;0;68494;0;0;0;0;0;0;0;1
68518;581;7;3;22;3;60;301;Yes;0;1;0;0;1;1;0;1;1;0;12212;1;0;0;0;0;0;0;1
68519;581;7;3;22;3;60;301;Yes;0;1;0;0;1;1;0;1;1;0;12212;0;0;0;0;0;0;0;1
68527;581;8;5;32;3;70;1001;Yes;0;1;0;0;1;1;0;1;1;0;33329;1;0;0;0;0;0;0;1
68551;581;9;4;24;4;140;1001;Yes;0;1;0;0;1;1;0;1;1;0;35043;1;0;0;0;0;0;0;1
68567;582;1;4;22;3;75;181;Yes;0;0;0;0;1;0;0;0;1;0;18235;1;0;0;0;0;0;0;1
68585;582;10;4;24;3;48;301;Yes;0;0;0;0;1;0;0;0;1;0;17946;0;0;0;0;0;0;0;1
68599;582;11;5;22;3;35;1201;Yes;0;0;0;0;0;1;0;1;1;0;28476;0;0;0;0;0;0;0;1
68661;582;3;6;32;3;64;901;Yes;0;1;0;0;1;1;0;1;1;0;30142;0;0;0;0;0;0;0;1
68696;582;4;4;37;2;50;1301;Yes;0;0;0;0;1;1;0;1;1;0;9675;0;0;0;0;0;0;0;1
68713;582;5;6;32;3;100;701;Yes;0;1;0;0;1;1;0;1;1;0;19003;0;0;0;0;0;0;0;1
68749;582;6;5;42;3;40;3001;Yes;0;0;0;0;1;1;0;1;1;0;30145;1;0;0;0;0;0;0;1
68773;582;7;4;15;6;200;2501;Yes;0;1;0;0;1;1;0;1;1;0;23770;0;0;0;0;0;0;0;1
68789;582;8;1;28;3;50;201;Yes;0;0;0;0;1;1;0;0;1;0;7679;0;0;0;0;0;0;0;1
68790;582;9;3;28;4;72;701;Yes;0;0;0;0;1;1;0;0;1;0;23187;0;0;0;0;0;0;0;1
68808;583;10;2;22;3;60;501;Yes;0;1;0;0;1;1;0;1;1;0;13380;0;1;0;0;0;0;0;1
68812;583;11;3;14;4;70;801;Yes;0;1;0;0;1;1;0;1;1;1;29334;1;1;0;0;0;0;0;1
68814;583;11;3;14;4;70;801;Yes;0;1;0;0;1;1;0;1;1;1;29334;0;1;0;0;0;0;0;1
68821;583;2;1;45;2;55;401;Yes;0;1;0;0;1;1;0;1;1;0;12155;1;1;0;0;0;0;0;1
68824;583;3;3;67;3;57;501;Yes;0;1;0;0;1;1;0;1;1;0;13291;0;1;0;0;0;0;0;1
68833;583;5;5;22;3;50;701;Yes;0;1;0;0;1;1;0;1;1;0;19247;1;1;0;0;0;0;0;1
68858;583;6;3;34;3;40;701;Yes;0;0;0;0;1;1;0;0;1;0;34368;1;1;0;0;0;0;0;1
68867;583;7;2;28;4;65;4001;Yes;0;1;0;0;1;1;0;1;1;0;30343;0;1;0;0;0;0;0;1
68870;583;8;4;14;4;70;801;Yes;0;1;0;0;1;1;0;1;1;0;14283;0;1;0;0;0;0;0;1
68873;583;8;4;14;4;70;801;Yes;0;1;0;0;1;1;0;1;1;0;14283;1;1;0;0;0;0;0;1
68894;584;10;2;16;4;60;1001;Yes;0;0;0;0;1;1;0;1;1;0;16495;0;0;0;0;0;0;0;1
68899;584;11;6;24;4;80;1501;Yes;0;1;0;0;1;1;0;1;1;1;43640;0;0;0;0;0;0;0;1
68901;584;11;6;24;4;80;1501;Yes;0;1;0;0;1;1;0;1;1;1;43640;1;0;0;0;0;0;0;1
68934;584;2;4;23;3;60;1001;Yes;0;1;0;0;1;1;0;1;1;0;18921;0;0;0;0;0;0;0;1
68953;584;3;4;22;2;52;801;Yes;0;1;0;0;1;1;0;1;1;0;17470;1;0;0;0;0;0;0;1
68966;584;4;6;29;3;50;801;Yes;0;1;0;0;1;1;0;1;1;0;22578;1;0;0;0;0;0;0;1
69006;584;6;3;28;3;55;501;Yes;0;1;0;0;1;1;0;1;1;0;39007;1;0;0;0;0;0;0;1
69015;584;7;2;23;3;60;501;Yes;0;1;0;0;1;1;0;1;1;0;9520;0;0;0;0;0;0;0;1
69016;584;7;2;23;3;60;501;Yes;0;1;0;0;1;1;0;1;1;0;9520;1;0;0;0;0;0;0;1
69021;584;8;4;22;1;16;1001;Yes;0;0;0;0;1;0;0;0;1;0;17606;0;0;0;0;0;0;0;1
69022;584;8;4;22;1;16;1001;Yes;0;0;0;0;1;0;0;0;1;0;17606;0;0;0;0;0;0;0;1
69035;584;9;2;17;4;100;201;Yes;0;0;0;0;0;0;0;0;1;0;11452;0;0;0;0;0;0;0;1
69040;585;1;7;24;6;108;3201;Yes;0;1;0;0;2;2;0;1;2;0;62698;1;0;0;0;0;0;0;1
69041;585;1;7;24;6;108;3201;Yes;0;1;0;0;2;2;0;1;2;0;62698;0;0;0;0;0;0;0;1
69088;585;10;3;15;2;48;451;Yes;0;0;0;0;1;1;0;0;2;0;20019;0;0;0;0;0;0;0;1
69089;585;10;3;15;2;48;451;Yes;0;0;0;0;1;1;0;0;2;0;20019;1;0;0;0;0;0;0;1
69097;585;11;4;11;3;66;1501;Yes;0;1;0;0;1;1;0;1;1;0;15381;1;0;0;0;0;0;0;1
69099;585;11;4;11;3;66;1501;Yes;0;1;0;0;1;1;0;1;1;0;15381;0;0;0;0;0;0;0;1
69115;585;2;5;26;3;50;801;Yes;0;1;0;0;1;1;0;1;1;0;17134;1;0;0;0;0;0;0;1
69138;585;3;2;26;4;90;1601;Yes;0;1;0;0;1;1;0;1;1;0;21087;0;0;0;0;0;0;0;1
69142;585;4;5;25;6;180;801;Yes;0;1;0;0;1;1;0;1;1;0;23465;0;0;0;0;0;0;0;1
69167;585;5;2;23;1;35;1001;Yes;0;0;0;0;1;0;0;0;1;0;9336;0;0;0;0;0;0;0;1
69171;585;6;3;10;2;50;1481;Yes;0;1;0;0;1;1;0;1;2;0;22948;0;0;0;0;0;0;0;1
69173;585;6;3;10;2;50;1481;Yes;0;1;0;0;1;1;0;1;2;0;22948;1;0;0;0;0;0;0;1
69180;585;7;5;36;4;70;561;Yes;0;1;0;0;1;1;0;1;1;0;29584;0;0;0;0;0;0;0;1
69181;585;7;5;36;4;70;561;Yes;0;1;0;0;1;1;0;1;1;0;29584;1;0;0;0;0;0;0;1
69235;586;10;4;2;3;70;2001;Yes;1;1;0;0;1;1;0;1;1;0;50049;1;1;0;0;0;0;0;1
69258;586;2;5;17;2;46;701;Yes;0;1;0;0;1;1;0;1;1;0;9116;0;1;0;0;0;0;0;1
69279;586;3;4;52;2;40;301;Yes;0;1;0;0;1;1;0;1;1;0;14965;0;1;0;0;0;0;0;1
69281;586;3;4;52;2;40;301;Yes;0;1;0;0;1;1;0;1;1;0;14965;1;1;0;0;0;0;0;1
69295;586;4;2;18;1;32;2001;Yes;1;1;0;0;1;1;0;1;1;0;7790;1;1;0;0;0;0;0;1
69296;586;4;2;18;1;32;2001;Yes;1;1;0;0;1;1;0;1;1;0;7790;0;1;0;0;0;0;0;1
69299;586;5;2;10;1;50;1501;Yes;0;0;0;0;1;1;0;0;1;0;8748;0;1;0;0;0;0;0;1
69309;586;7;4;26;2;56;2241;Yes;0;1;0;0;1;1;0;1;1;1;30557;1;1;0;0;0;0;0;1
69325;586;8;6;33;3;75;1121;Yes;1;1;0;0;1;1;0;1;2;0;34331;1;1;0;0;0;0;0;1
69361;586;9;3;82;1;34;271;Yes;0;0;0;0;1;1;0;1;1;0;9682;1;1;0;0;0;0;0;1
69368;587;1;4;18;7;130;6001;Yes;1;1;0;0;1;1;0;1;2;0;36305;1;1;0;0;0;0;0;1
69385;587;11;4;21;6;100;2166;Yes;0;2;0;0;1;1;0;1;2;0;22422;0;1;0;0;0;0;0;1
69386;587;11;4;21;6;100;2166;Yes;0;2;0;0;1;1;0;1;2;0;22422;1;1;0;0;0;0;0;1
69401;587;2;4;70;2;38;1001;Yes;0;1;0;0;0;0;0;1;2;1;30873;1;1;0;0;0;0;0;1
69418;587;3;4;44;4;100;3001;Yes;0;1;0;1;2;2;0;3;5;1;53789;0;1;0;0;0;0;0;1
69419;587;3;4;44;4;100;3001;Yes;0;1;0;1;2;2;0;3;5;1;53789;1;1;0;0;0;0;0;1
69434;587;4;4;23;3;68;1501;Yes;0;1;0;0;1;1;0;1;1;0;17396;1;1;0;0;0;0;0;1
69449;587;5;2;150;2;45;1201;Yes;1;1;0;0;1;1;0;1;1;0;38580;0;1;0;0;0;0;0;1
69454;587;7;2;150;2;70;3321;Yes;1;1;0;0;1;1;0;1;1;0;8890;0;1;0;0;0;0;0;1
69455;587;7;2;150;2;70;3321;Yes;1;1;0;0;1;1;0;1;1;0;8890;0;1;0;0;0;0;0;1
69459;587;8;4;19;4;80;1301;Yes;0;1;0;0;1;1;0;1;1;0;14021;1;1;0;0;0;0;0;1
69474;587;9;6;50;5;80;1501;Yes;0;1;0;0;1;1;0;2;1;1;33099;1;1;0;0;0;0;0;1
69510;588;1;3;38;2;48;1501;Yes;1;1;0;0;1;1;0;1;1;0;29773;0;1;0;0;0;0;0;1
69512;588;1;3;38;2;48;1501;Yes;1;1;0;0;1;1;0;1;1;0;29773;1;1;0;0;0;0;0;1
69528;588;11;1;16;1;30;501;Yes;1;1;0;0;1;0;0;1;1;0;16766;1;1;0;0;0;0;0;1
69529;588;2;4;38;2;54;2001;Yes;1;1;0;0;1;1;0;1;3;1;19032;0;1;0;0;0;0;0;1
69532;588;2;4;38;2;54;2001;Yes;1;1;0;0;1;1;0;1;3;1;19032;1;1;0;0;0;0;0;1
69547;588;3;3;40;2;54;1501;Yes;1;1;0;0;1;0;0;1;1;0;1103;0;1;0;0;0;0;0;1
69554;588;4;4;39;2;52;3001;Yes;1;1;0;0;1;1;0;1;1;0;32564;1;1;0;0;0;0;0;1
69570;588;5;2;38;2;54;561;Yes;1;1;0;0;1;1;0;2;2;0;14443;0;1;0;0;0;0;0;1
69575;588;7;4;38;2;54;501;Yes;0;1;0;0;1;1;0;1;1;0;28211;1;1;0;0;0;0;0;1
69611;589;1;4;34;3;50;1001;Yes;1;1;0;0;1;1;0;1;1;0;26059;1;1;0;0;0;0;0;1
69627;589;10;3;37;2;45;321;Yes;0;1;0;0;0;0;0;1;1;0;16815;1;1;0;0;0;0;0;1
69636;589;11;3;35;5;80;2001;Yes;0;1;0;0;1;1;0;1;1;0;24102;0;1;0;0;0;0;0;1
69652;589;5;3;38;3;60;401;Yes;0;1;0;0;1;1;0;1;1;0;29480;1;1;0;0;0;0;0;1
69661;589;6;2;40;2;30;1501;Yes;0;1;0;0;1;1;0;1;1;0;12510;1;1;0;0;0;0;0;1
69665;589;7;5;38;5;100;2501;Yes;0;1;0;0;1;2;0;1;2;0;36367;0;1;0;0;0;0;0;1
69690;589;8;4;38;2;60;1201;Yes;0;1;0;0;1;1;0;1;1;0;11584;0;1;0;0;0;0;0;1
69707;589;9;3;42;2;30;1001;Yes;0;1;0;0;1;1;0;1;1;0;16016;1;1;0;0;0;0;0;1
69739;59;10;3;15;2;59;1701;Yes;0;1;0;0;0;1;0;1;1;0;9455;1;1;0;0;0;0;0;1
69753;59;3;3;12;1;56;601;Yes;0;1;0;0;1;1;0;1;1;0;18769;1;1;0;0;0;0;0;1
69762;59;4;4;22;3;85;1501;Yes;0;1;0;1;1;1;1;1;1;1;23858;1;1;0;0;0;0;0;1
69782;59;6;4;33;2;56;801;Yes;0;1;0;0;1;1;0;1;1;1;22495;1;1;0;0;0;0;0;1
69799;59;7;3;6;1;40;201;Yes;0;1;0;0;1;0;0;1;1;0;20667;1;1;0;0;0;0;0;1
69807;59;8;4;18;3;60;1001;Yes;0;1;0;0;0;1;0;1;1;1;22064;1;1;0;0;0;0;0;1
69827;590;10;1;54;3;50;401;Yes;1;0;0;0;0;0;0;0;1;0;2532;0;0;0;0;0;0;0;1
69828;590;11;2;30;5;85;701;Yes;0;1;0;0;1;1;0;1;2;0;15409;1;0;0;0;0;0;0;1
69829;590;11;2;30;5;85;701;Yes;0;1;0;0;1;1;0;1;2;0;15409;0;0;0;0;0;0;0;1
69832;590;2;6;30;5;103;601;Yes;0;1;0;0;1;1;0;1;1;0;50512;0;0;0;0;0;0;0;1
69868;590;3;3;32;3;52;501;Yes;0;1;0;0;1;1;0;1;2;0;18706;0;0;0;0;0;0;0;1
69877;590;4;6;26;3;100;1001;Yes;0;1;0;0;1;1;0;0;1;0;43908;1;0;0;0;0;0;0;1
69878;590;4;6;26;3;100;1001;Yes;0;1;0;0;1;1;0;0;1;0;43908;0;0;0;0;0;0;0;1
69914;590;5;3;30;2;40;151;Yes;0;0;0;0;1;1;0;0;1;0;13395;0;0;0;0;0;0;0;1
69922;590;6;4;32;4;100;751;Yes;0;0;0;0;1;1;0;1;1;0;33310;0;0;0;0;0;0;0;1
69939;590;7;8;22;6;90;6001;Yes;0;1;0;0;2;1;0;1;2;0;40173;0;0;0;0;0;0;0;1
70002;590;8;2;2;2;30;501;Yes;0;1;0;0;1;1;0;0;1;0;47623;0;0;0;0;0;0;0;1
70008;590;9;4;14;2;45;1001;Yes;0;0;0;0;1;1;0;0;1;0;34718;0;0;0;0;0;0;0;1
70009;590;9;4;14;2;45;1001;Yes;0;0;0;0;1;1;0;0;1;0;34718;1;0;0;0;0;0;0;1
