X;DistCode;SerialNum;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6;ElecCookYN;Poele;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;FrigoFreezer;Micronde;Aspirateur;FerRepasser;Antenne;TV;VideoRecord;VideoCamera;CD;Radio;PC;income
1131;136;11;7;1962;4;84;1501;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;61087,11802
1138;136;2;3;1925;3;65;3501;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;37852,35552
1141;136;3;3;1927;2;90;1601;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;26564,11184
1144;136;4;4;1915;2;50;1901;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;45074,34532
1148;136;5;4;1983;4;100;701;1;0;1;0;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;34913,83677
1152;136;6;2;1976;3;60;501;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;12681,60266
1154;136;7;2;1970;2;62;551;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;24852,66005
1156;136;8;2;1925;3;60;801;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;9751,151321
1158;136;9;5;1955;3;65;2001;1;0;1;0;0;0;0;1;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;75642,76878
1163;137;1;1;1920;2;60;351;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;9328,657316
1164;137;10;1;1890;2;48;501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;8856,163336
1165;137;11;4;1980;2;80;501;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;20920,87458
1169;137;2;4;1975;3;60;1701;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;15821,94278
1173;137;3;3;1909;3;85;801;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;2;1;0;0;1;0;20903,6115
1176;137;4;1;1940;2;65;301;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;8777,52994
1177;137;5;3;1975;4;90;801;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;0;1;0;1;27124,34491
1180;137;6;1;1936;3;75;501;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;12075,71015
1181;137;7;1;1920;2;75;3001;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;19209,45396
1182;137;8;4;1947;1;28;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23563,95569
1186;137;9;3;1900;2;60;1001;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;26512,89191
1189;138;1;4;1960;5;84;2501;1;0;1;0;0;0;0;0;2;1;0;0;1;1;1;1;1;0;0;1;0;0;1;1;1;22384,26975
1193;138;10;2;1964;2;51;601;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;26194,14611
1195;138;11;1;1962;2;50;201;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;6293,394148
1196;138;2;3;1900;1;48;1501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;20658,46501
1199;138;3;1;1870;3;110;501;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;7881,314552
1200;138;4;3;1940;2;60;401;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;16361,1559
1203;138;5;3;1950;3;100;2301;1;0;1;0;0;0;0;1;2;1;0;0;1;0;1;0;1;0;0;2;1;0;0;1;1;24726,82304
1206;138;6;4;1950;3;120;301;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;27437,26247
1210;138;7;1;1964;2;48;1001;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;8191,017254
1211;138;8;4;1964;2;49;2501;1;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;37223,17022
1215;138;9;3;1962;2;52;1501;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;1;32337,19856
1218;139;1;2;1900;3;72;601;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;11139,52191
1220;139;10;2;1994;2;70;578;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;1;0;0;1;0;17340,46852
1222;139;11;4;1905;3;75;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;1;1;0;30128,56056
1226;139;2;1;1940;3;103;851;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;8474,257445
1227;139;3;3;1900;3;70;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;18514,91377
1230;139;4;2;1975;4;125;751;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;32378,962
1232;139;5;1;1900;4;80;601;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;8711,704711
1233;139;6;1;1975;2;72;501;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;8824,88479
1234;139;7;2;1908;2;40;801;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;8063,450798
1236;139;8;2;1940;4;83;139;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;4249,560784
1238;139;9;3;1900;2;74;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;1;0;23947,47655
1241;14;1;1;1925;3;70;3001;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;32273,77617
1242;14;11;1;1904;1;10;741;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;5546,391
1243;14;2;2;1930;1;55;201;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;1;0;1;1;0;1;34457,78975
1245;14;3;3;1928;3;70;3001;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;0;0;2;0;0;1;0;1;11430,00918
1248;14;5;3;1840;2;37;1001;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;16397,3715
1251;14;6;3;1920;1;34;1001;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;48012,13838
1254;14;7;4;1920;1;32;1301;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;19144,33875
1258;140;1;3;1999;3;100;2001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;2;0;0;1;0;0;36600,16558
1261;140;10;3;1910;2;64;1501;1;0;1;0;0;0;0;0;2;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;21740,84769
1264;140;11;2;1976;2;47;301;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;10660,32459
1266;140;2;3;1997;4;120;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;34770,2828
1269;140;3;2;1947;1;20;1001;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;12008,69933
1271;140;4;3;1983;3;99;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;15687,95039
1274;140;5;1;1995;3;93;601;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;0;0;0;17907,43148
1275;140;6;4;1910;3;40;1501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;13455,60752
1279;140;7;2;1930;2;50;601;1;0;1;0;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;17184,12497
1281;140;8;2;1989;3;100;601;1;0;1;0;0;0;0;0;4;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;16467,19105
1283;140;9;1;1952;1;40;101;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3925,63733
1284;141;1;2;1935;2;70;501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;11870,49391
1286;141;10;2;1978;3;100;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;1;0;1;1;1;21114,15572
1288;141;11;4;1950;2;60;601;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;25582,4994
1292;141;2;1;1930;1;40;1801;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;4690,466716
1293;141;3;1;1934;2;62;401;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;17235,64479
1294;141;4;1;1950;2;70;501;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;7698,937629
1295;141;5;2;1980;2;81;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;16112,04306
1297;141;6;4;1900;2;53;1001;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;0;28746,17876
1301;141;7;4;1900;2;43;1501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;15625,82853
1305;141;8;4;1983;4;110;1601;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;2;0;0;1;1;0;33933,92905
1309;141;9;2;1910;3;75;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;28845,32827
1311;142;1;3;1933;4;122;2001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;1;1;1;0;0;41913,50798
1314;142;10;3;1970;6;240;1401;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;50828,20467
1317;142;11;1;1960;2;50;401;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;11058,75031
1318;142;2;3;1970;7;220;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;1;0;1;0;0;31785,18987
1321;142;3;1;1972;2;60;1501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;9550,335397
1322;142;4;1;1926;4;89;269;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;11360,39723
1323;142;5;4;1959;6;200;3001;1;0;1;0;0;0;0;0;1;1;0;1;1;1;0;1;1;0;0;2;1;0;1;0;0;74499,31585
1327;142;6;2;1962;2;77;801;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;9468,443805
1329;142;7;3;1937;2;60;2001;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;24829,36416
1332;142;8;6;1970;6;200;1201;1;0;1;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;2;1;1;1;0;0;44137,99467
1338;142;9;3;1964;3;80;3001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;35173,67311
1341;143;1;2;1900;2;75;6501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;14930,74985
1343;143;10;1;1900;2;35;351;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;5773,003948
1344;143;11;1;1970;2;69;1001;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;11721,78191
1345;143;2;4;1900;3;100;701;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;18791,29629
1349;143;3;3;1968;3;72;1501;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;2;0;0;0;1;0;19397,65191
1352;143;4;1;1900;2;64;401;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;6500,216948
1353;143;5;1;1920;3;70;401;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;6818,721905
1354;143;6;1;1900;2;42;501;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;7665,185138
1355;143;7;1;1970;4;100;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;9053,40269
1356;143;8;2;1850;3;82;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;12580,18106
1358;143;9;4;1955;2;50;601;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;12409,16407
1362;144;1;2;1971;3;38;2001;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;9946,660172
1364;144;10;2;1961;2;54;1501;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;21132,97146
1366;144;11;2;1960;4;105;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;9687,620345
1368;144;2;4;1980;3;110;901;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;3;1;0;1;0;1;33851,702
1372;144;3;2;1973;3;75;1301;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;2;0;0;1;0;0;24183,1734
1374;144;4;1;1987;4;98;601;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;5105,321155
1375;144;5;2;1974;4;81;801;1;0;1;0;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;12321,96168
1377;144;6;1;1964;2;35;351;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;3837,908815
1378;144;7;1;1934;1;30;251;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3442,494474
1379;144;8;3;1970;4;100;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;10131,31108
1382;144;9;4;1980;3;100;1501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;1;32168,92254
1386;145;1;4;1980;2;68;1501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;12760,35916
1390;145;10;2;1977;2;60;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;18396,16298
1392;145;11;1;1940;2;56;701;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;6686,155267
1393;145;2;4;1991;3;85;1501;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;17697,3991
1397;145;3;1;1970;2;60;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;18888,53573
1398;145;4;3;1965;3;60;1001;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;16142,13878
